brick,brick,brick,estb,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick
brick,brick,brick,gstairs,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick
brick,brick,brick,gstairs,brick,brick,brick,0,0,0,0,0,0,0,brick,brick
brick,brick,brick,gstairs,brick,brick,brick,0,0,0,0,0,0,0,brick,brick
brick,brick,brick,gstairs,brick,brick,brick,barrier,barrier,barrier,barrier,barrier,barrier,barrier,brick,brick
brick,brick,brick,gstairs,brick,brick,brick,0,0,0,0,0,0,0,brick,brick
brick,brick,brick,gstairs,brick,brick,brick,brick,brick,brick,brick,gstairs,brick,brick,brick,brick
brick,brick,barrier,gstairs,barrier,barrier,barrier,barrier,barrier,barrier,barrier,gstairs,barrier,barrier,brick,brick
brick,brick,0,gstairs,0,0,0,0,0,0,0,gstairs,0,0,brick,brick
brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick
brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick,brick
,,,,,,,,,,,,,,,
