bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bb,bb
bb,bb,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bb,bb
bb,bb,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bb,bb
bb,0,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,0,bb
bb,bb,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bb,bb
bb,bb,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bb,bb
bb,bb,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bsand,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
