bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bw,bw,bw,bw,bw,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bw,bw,bw,bw,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bw,bw,bw,bb,bb
bb,0,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,0,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bw,bw,bw,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bw,bw,bw,bw,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bw,bw,bw,bw,bw,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
