bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bb,bb
bb,bb,bt,rsl,bt,bt,rsl,bt,bt,rsr,bt,bt,rsr,bt,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bb,bb
bb,0,bt,rsl,bt,bt,rsl,bt,bt,rsr,bt,bt,rsr,bt,0,bb
bb,bb,bt,bt,bt,bt,bt,rsand,rsand,bt,bt,bt,bt,bt,bb,bb
bb,bb,bt,rsl,bt,rsand,rsl,rsand,rsand,rsr,rsand,bt,rsr,bt,bb,bb
bb,bb,bt,bt,bt,rsand,rsand,rsand,rsand,rsand,rsand,bt,bt,bt,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
