bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,water,water,water,water,water,bt,bt,water,water,water,water,water,bb,bb
bb,bb,water,bt,bt,bt,water,bt,bt,bt,bt,water,bt,water,bb,bb
bb,bb,water,bt,water,bt,water,bt,water,water,bt,water,bt,water,bb,bb
bb,0,bt,bt,water,bt,water,bt,bt,water,bt,water,bt,bt,0,bb
bb,bb,water,bt,water,bt,water,water,bt,water,bt,water,bt,water,bb,bb
bb,bb,water,bt,water,bt,bt,bt,bt,water,bt,bt,bt,water,bb,bb
bb,bb,water,water,water,water,water,bt,bt,water,water,water,water,water,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
