bb,bb,bb,bb,bb,bb,bb,rtb,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bb,bb
bb,bb,bt,bt,bt,bt,bt,bw,bw,bt,bt,bt,bt,bt,bb,bb
bb,bb,bt,bt,bt,bt,bt,bw,bw,bt,bt,bt,bt,bt,bb,bb
bb,bb,bt,bt,bt,bt,bt,bw,bw,bt,bt,bt,bt,bt,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bb,bb
bb,bb,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bt,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,rtb,0,bb,bb,bb,bb,bb,bb,bb
