bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,bb,bb
bb,bb,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,bb,bb
bb,bb,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,bb,bb
bb,0,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,0,bb
bb,bb,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,bb,bb
bb,bb,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,bb,bb
bb,bb,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,sand,bb,bb
bb,bb,bb,bb,bb,bb,bb,0,0,bb,bb,bb,bb,bb,bb,bb
bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb,bb
